Shipping_Mode,Delivery_Status,Late_delivery_risk,Days_for_shipping_(real),Days_for_shipment_(scheduled),shipping_date_(DateOrders),Shipping_Date_Key,Shipping_Id
Standard Class,Late delivery,1,5,4,2015-10-03 05:55:00,20151003,58988
Standard Class,Late delivery,1,6,4,2015-07-19 18:28:00,20150719,58989
Standard Class,Late delivery,1,6,4,2017-10-26 20:48:00,20171026,58990
Standard Class,Advance shipping,0,2,4,2015-09-30 06:37:00,20150930,58991
Standard Class,Advance shipping,0,3,4,2015-07-19 17:14:00,20150719,58992
Standard Class,Late delivery,1,5,4,2016-11-22 08:29:00,20161122,58993
Standard Class,Advance shipping,0,2,4,2015-08-12 19:29:00,20150812,58994
Standard Class,Shipping on time,0,4,4,2015-06-11 00:39:00,20150611,58995
Standard Class,Late delivery,1,5,4,2015-03-26 21:26:00,20150326,58996
Standard Class,Advance shipping,0,2,4,2017-05-17 04:55:00,20170517,58997
Standard Class,Shipping on time,0,4,4,2017-06-01 05:25:00,20170601,58998
Standard Class,Late delivery,1,6,4,2017-04-02 08:40:00,20170402,58999
Standard Class,Shipping on time,0,4,4,2015-01-29 02:46:00,20150129,59000
Standard Class,Advance shipping,0,2,4,2015-05-15 21:53:00,20150515,59001
Standard Class,Late delivery,1,6,4,2015-03-19 22:50:00,20150319,59002
Standard Class,Late delivery,1,6,4,2017-02-13 20:17:00,20170213,59003
Standard Class,Advance shipping,0,3,4,2015-02-23 03:47:00,20150223,59004
Standard Class,Late delivery,1,5,4,2017-05-17 06:09:00,20170517,59005
Standard Class,Shipping on time,0,4,4,2015-05-27 03:18:00,20150527,59006
Standard Class,Late delivery,1,6,4,2015-02-16 06:36:00,20150216,59007
Standard Class,Shipping on time,0,4,4,2017-04-02 17:46:00,20170402,59008
Standard Class,Advance shipping,0,3,4,2015-02-14 02:34:00,20150214,59009
Standard Class,Shipping on time,0,4,4,2015-01-21 16:05:00,20150121,59010
Standard Class,Late delivery,1,5,4,2017-06-05 05:35:00,20170605,59011
Standard Class,Shipping on time,0,4,4,2015-05-07 06:50:00,20150507,59012
Standard Class,Advance shipping,0,3,4,2017-02-06 17:08:00,20170206,59013
Standard Class,Shipping on time,0,4,4,2015-01-19 20:18:00,20150119,59014
Standard Class,Advance shipping,0,3,4,2015-03-10 13:23:00,20150310,59015
Standard Class,Shipping on time,0,4,4,2015-05-06 23:49:00,20150506,59016
Standard Class,Advance shipping,0,3,4,2017-03-17 16:34:00,20170317,59017
Standard Class,Advance shipping,0,2,4,2017-02-01 21:42:00,20170201,59018
Standard Class,Advance shipping,0,3,4,2015-06-03 05:23:00,20150603,59019
Standard Class,Advance shipping,0,3,4,2017-02-08 14:41:00,20170208,59020
Standard Class,Advance shipping,0,2,4,2015-02-05 22:33:00,20150205,59021
Standard Class,Advance shipping,0,2,4,2015-04-27 05:26:00,20150427,59022
Standard Class,Late delivery,1,6,4,2017-03-26 20:45:00,20170326,59023
Standard Class,Late delivery,1,6,4,2015-02-12 16:45:00,20150212,59024
Standard Class,Late delivery,1,5,4,2017-06-09 12:57:00,20170609,59025
Standard Class,Shipping on time,0,4,4,2015-05-04 00:00:00,20150504,59026
Standard Class,Late delivery,1,6,4,2015-01-16 20:07:00,20150116,59027
Standard Class,Late delivery,1,5,4,2015-02-18 21:50:00,20150218,59028
Standard Class,Shipping on time,0,4,4,2015-06-01 21:41:00,20150601,59029
Standard Class,Advance shipping,0,2,4,2017-06-16 06:37:00,20170616,59030
Standard Class,Advance shipping,0,3,4,2017-03-30 19:52:00,20170330,59031
Standard Class,Shipping on time,0,4,4,2015-03-29 10:55:00,20150329,59032
Standard Class,Late delivery,1,6,4,2015-01-30 13:27:00,20150130,59033
Standard Class,Late delivery,1,5,4,2015-05-25 09:05:00,20150525,59034
Standard Class,Advance shipping,0,2,4,2015-04-02 06:21:00,20150402,59035
Standard Class,Late delivery,1,5,4,2015-02-07 03:48:00,20150207,59036
Standard Class,Late delivery,1,6,4,2017-05-27 00:42:00,20170527,59037
Standard Class,Late delivery,1,5,4,2015-04-03 16:52:00,20150403,59038
Standard Class,Shipping on time,0,4,4,2017-02-07 08:44:00,20170207,59039
Standard Class,Late delivery,1,6,4,2015-04-06 21:46:00,20150406,59040
Standard Class,Shipping on time,0,4,4,2015-04-12 20:00:00,20150412,59041
Standard Class,Advance shipping,0,3,4,2015-05-12 18:23:00,20150512,59042
Standard Class,Late delivery,1,6,4,2015-01-31 08:43:00,20150131,59043
Standard Class,Advance shipping,0,2,4,2017-01-24 05:15:00,20170124,59044
Standard Class,Shipping on time,0,4,4,2015-02-23 12:22:00,20150223,59045
Standard Class,Shipping on time,0,4,4,2015-04-03 18:47:00,20150403,59046
Standard Class,Advance shipping,0,3,4,2015-04-28 19:48:00,20150428,59047
Standard Class,Late delivery,1,5,4,2015-04-18 08:57:00,20150418,59048
Standard Class,Late delivery,1,5,4,2017-02-23 16:57:00,20170223,59049
Standard Class,Late delivery,1,5,4,2017-03-19 22:31:00,20170319,59050
Standard Class,Advance shipping,0,2,4,2015-03-22 00:35:00,20150322,59051
Standard Class,Shipping on time,0,4,4,2015-02-03 03:38:00,20150203,59052
Standard Class,Shipping on time,0,4,4,2017-05-29 09:06:00,20170529,59053
Standard Class,Advance shipping,0,2,4,2015-05-19 06:27:00,20150519,59054
Standard Class,Shipping on time,0,4,4,2015-02-05 13:26:00,20150205,59055
Standard Class,Advance shipping,0,3,4,2017-03-06 05:32:00,20170306,59056
Standard Class,Late delivery,1,6,4,2015-01-14 19:05:00,20150114,59057
Standard Class,Shipping on time,0,4,4,2015-01-22 07:51:00,20150122,59058
Standard Class,Late delivery,1,5,4,2017-01-28 10:19:00,20170128,59059
Standard Class,Shipping on time,0,4,4,2015-02-04 14:40:00,20150204,59060
Standard Class,Late delivery,1,5,4,2017-02-21 15:54:00,20170221,59061
Standard Class,Advance shipping,0,2,4,2017-01-26 22:04:00,20170126,59062
Standard Class,Late delivery,1,6,4,2015-01-23 09:47:00,20150123,59063
Standard Class,Late delivery,1,5,4,2017-06-17 06:38:00,20170617,59064
Standard Class,Advance shipping,0,2,4,2015-03-31 12:18:00,20150331,59065
Standard Class,Shipping on time,0,4,4,2015-04-28 07:22:00,20150428,59066
Standard Class,Late delivery,1,6,4,2017-03-13 12:11:00,20170313,59067
Standard Class,Advance shipping,0,2,4,2015-01-05 16:48:00,20150105,59068
Standard Class,Advance shipping,0,2,4,2017-04-28 03:43:00,20170428,59069
Standard Class,Advance shipping,0,3,4,2015-04-19 08:05:00,20150419,59070
Standard Class,Advance shipping,0,3,4,2015-05-07 00:00:00,20150507,59071
Standard Class,Advance shipping,0,2,4,2015-04-09 06:31:00,20150409,59072
Standard Class,Advance shipping,0,3,4,2017-02-02 18:33:00,20170202,59073
Standard Class,Late delivery,1,5,4,2017-03-28 02:43:00,20170328,59074
Standard Class,Shipping on time,0,4,4,2017-05-02 03:43:00,20170502,59075
Standard Class,Shipping on time,0,4,4,2015-04-30 10:10:00,20150430,59076
Standard Class,Late delivery,1,6,4,2017-06-07 01:13:00,20170607,59077
Standard Class,Advance shipping,0,2,4,2015-04-01 21:35:00,20150401,59078
Standard Class,Shipping on time,0,4,4,2015-02-08 09:45:00,20150208,59079
Standard Class,Shipping on time,0,4,4,2015-05-25 02:15:00,20150525,59080
Standard Class,Advance shipping,0,3,4,2015-03-09 00:36:00,20150309,59081
Standard Class,Late delivery,1,5,4,2015-01-21 03:39:00,20150121,59082
Standard Class,Advance shipping,0,2,4,2015-01-13 13:59:00,20150113,59083
Standard Class,Late delivery,1,5,4,2015-04-30 17:00:00,20150430,59084
Standard Class,Shipping on time,0,4,4,2015-03-12 14:16:00,20150312,59085
Standard Class,Advance shipping,0,3,4,2017-04-12 17:56:00,20170412,59086
Standard Class,Advance shipping,0,3,4,2017-02-03 20:49:00,20170203,59087
Standard Class,Late delivery,1,5,4,2015-05-07 18:55:00,20150507,59088
Standard Class,Shipping on time,0,4,4,2015-04-08 14:24:00,20150408,59089
Standard Class,Late delivery,1,5,4,2017-06-12 04:00:00,20170612,59090
Standard Class,Shipping on time,0,4,4,2015-03-07 22:09:00,20150307,59091
Standard Class,Shipping on time,0,4,4,2017-04-28 20:53:00,20170428,59092
Standard Class,Late delivery,1,5,4,2015-05-18 01:55:00,20150518,59093
Standard Class,Advance shipping,0,2,4,2015-01-21 11:11:00,20150121,59094
Standard Class,Advance shipping,0,3,4,2017-12-28 12:18:00,20171228,59095
Standard Class,Late delivery,1,5,4,2017-12-31 11:47:00,20171231,59096
Standard Class,Late delivery,1,5,4,2017-12-30 09:30:00,20171230,59097
Standard Class,Late delivery,1,5,4,2017-12-30 07:45:00,20171230,59098
Standard Class,Advance shipping,0,2,4,2017-12-03 22:09:00,20171203,59099
Standard Class,Advance shipping,0,3,4,2017-12-04 03:14:00,20171204,59100
Standard Class,Late delivery,1,6,4,2017-12-07 02:32:00,20171207,59101
Standard Class,Late delivery,1,6,4,2017-12-05 17:15:00,20171205,59102
Standard Class,Shipping on time,0,4,4,2018-01-10 22:27:00,20180110,59103
Standard Class,Advance shipping,0,3,4,2017-12-05 12:31:00,20171205,59104
Standard Class,Late delivery,1,6,4,2018-01-13 21:55:00,20180113,59105
Standard Class,Shipping on time,0,4,4,2017-11-26 00:37:00,20171126,59106
Standard Class,Shipping on time,0,4,4,2018-01-07 10:22:00,20180107,59107
Standard Class,Advance shipping,0,2,4,2017-11-21 12:21:00,20171121,59108
Standard Class,Advance shipping,0,3,4,2017-11-25 02:01:00,20171125,59109
Standard Class,Shipping on time,0,4,4,2017-11-25 07:06:00,20171125,59110
Standard Class,Advance shipping,0,2,4,2015-10-30 11:50:00,20151030,59111
Standard Class,Advance shipping,0,3,4,2016-01-25 18:43:00,20160125,59112
Standard Class,Shipping on time,0,4,4,2015-11-15 12:52:00,20151115,59113
Standard Class,Shipping on time,0,4,4,2015-11-10 19:00:00,20151110,59114
Standard Class,Late delivery,1,6,4,2018-02-04 19:26:00,20180204,59115
Standard Class,Advance shipping,0,2,4,2018-01-30 05:15:00,20180130,59116
Standard Class,Shipping on time,0,4,4,2017-01-10 08:04:00,20170110,59117
Standard Class,Shipping on time,0,4,4,2016-08-30 06:41:00,20160830,59118
Standard Class,Advance shipping,0,2,4,2015-11-10 08:50:00,20151110,59119
Standard Class,Advance shipping,0,3,4,2018-02-02 13:39:00,20180202,59120
Standard Class,Late delivery,1,6,4,2016-03-10 08:30:00,20160310,59121
Standard Class,Advance shipping,0,2,4,2016-12-15 07:03:00,20161215,59122
Standard Class,Late delivery,1,5,4,2016-03-08 16:23:00,20160308,59123
Standard Class,Advance shipping,0,3,4,2016-01-28 22:03:00,20160128,59124
Standard Class,Late delivery,1,6,4,2018-01-03 21:56:00,20180103,59125
Standard Class,Advance shipping,0,3,4,2016-11-10 18:19:00,20161110,59126
Standard Class,Advance shipping,0,2,4,2016-01-10 11:02:00,20160110,59127
Standard Class,Late delivery,1,6,4,2018-02-05 12:57:00,20180205,59128
Standard Class,Late delivery,1,6,4,2016-04-07 05:40:00,20160407,59129
Standard Class,Late delivery,1,6,4,2015-11-16 14:48:00,20151116,59130
Standard Class,Late delivery,1,5,4,2016-02-24 20:05:00,20160224,59131
Standard Class,Late delivery,1,6,4,2015-12-31 12:06:00,20151231,59132
Standard Class,Advance shipping,0,3,4,2016-02-11 15:22:00,20160211,59133
Standard Class,Late delivery,1,6,4,2017-12-24 20:12:00,20171224,59134
Standard Class,Advance shipping,0,2,4,2016-02-23 18:20:00,20160223,59135
Standard Class,Advance shipping,0,2,4,2017-12-30 08:16:00,20171230,59136
Standard Class,Advance shipping,0,2,4,2016-03-15 03:04:00,20160315,59137
Standard Class,Advance shipping,0,2,4,2015-10-29 07:48:00,20151029,59138
Standard Class,Advance shipping,0,2,4,2017-12-16 02:41:00,20171216,59139
Standard Class,Shipping on time,0,4,4,2015-12-17 19:08:00,20151217,59140
Standard Class,Advance shipping,0,2,4,2018-01-28 12:58:00,20180128,59141
Standard Class,Late delivery,1,6,4,2016-11-09 13:46:00,20161109,59142
Standard Class,Advance shipping,0,3,4,2016-02-15 08:42:00,20160215,59143
Standard Class,Late delivery,1,5,4,2016-02-16 05:23:00,20160216,59144
Standard Class,Shipping on time,0,4,4,2016-03-07 23:03:00,20160307,59145
Standard Class,Late delivery,1,6,4,2015-12-11 12:08:00,20151211,59146
Standard Class,Advance shipping,0,2,4,2018-01-01 02:19:00,20180101,59147
Standard Class,Late delivery,1,5,4,2015-12-28 14:12:00,20151228,59148
Standard Class,Late delivery,1,6,4,2018-02-06 16:59:00,20180206,59149
Standard Class,Late delivery,1,5,4,2016-01-09 06:29:00,20160109,59150
Standard Class,Late delivery,1,6,4,2018-02-03 06:39:00,20180203,59151
Standard Class,Shipping on time,0,4,4,2017-12-31 10:12:00,20171231,59152
Standard Class,Advance shipping,0,3,4,2016-03-23 10:35:00,20160323,59153
Standard Class,Advance shipping,0,2,4,2016-03-18 23:54:00,20160318,59154
Standard Class,Late delivery,1,6,4,2016-12-13 07:04:00,20161213,59155
Standard Class,Late delivery,1,5,4,2017-11-28 08:30:00,20171128,59156
Standard Class,Advance shipping,0,2,4,2018-01-29 04:44:00,20180129,59157
Standard Class,Late delivery,1,5,4,2015-12-13 16:51:00,20151213,59158
Standard Class,Shipping on time,0,4,4,2016-02-13 00:29:00,20160213,59159
Standard Class,Advance shipping,0,3,4,2016-02-26 16:13:00,20160226,59160
Standard Class,Advance shipping,0,2,4,2015-10-29 04:18:00,20151029,59161
Standard Class,Late delivery,1,5,4,2016-01-19 08:13:00,20160119,59162
Standard Class,Advance shipping,0,3,4,2015-12-12 13:11:00,20151212,59163
Standard Class,Late delivery,1,6,4,2016-04-04 12:51:00,20160404,59164
Standard Class,Advance shipping,0,3,4,2015-11-15 02:32:00,20151115,59165
Standard Class,Advance shipping,0,3,4,2015-11-21 14:26:00,20151121,59166
Standard Class,Shipping on time,0,4,4,2016-01-23 08:44:00,20160123,59167
Standard Class,Late delivery,1,5,4,2018-01-06 09:40:00,20180106,59168
Standard Class,Late delivery,1,5,4,2017-11-18 12:01:00,20171118,59169
Standard Class,Late delivery,1,5,4,2016-01-20 07:00:00,20160120,59170
Standard Class,Advance shipping,0,2,4,2015-12-26 18:56:00,20151226,59171
Standard Class,Shipping on time,0,4,4,2015-11-05 02:22:00,20151105,59172
Standard Class,Shipping on time,0,4,4,2016-01-16 22:35:00,20160116,59173
Standard Class,Late delivery,1,5,4,2016-03-21 17:57:00,20160321,59174
Standard Class,Late delivery,1,5,4,2015-12-07 04:57:00,20151207,59175
Standard Class,Late delivery,1,5,4,2016-03-12 20:14:00,20160312,59176
Standard Class,Advance shipping,0,3,4,2016-01-12 10:09:00,20160112,59177
Standard Class,Advance shipping,0,2,4,2015-10-31 00:06:00,20151031,59178
Standard Class,Late delivery,1,5,4,2015-12-16 16:41:00,20151216,59179
Standard Class,Late delivery,1,6,4,2017-12-23 00:24:00,20171223,59180
Standard Class,Late delivery,1,5,4,2018-01-11 08:47:00,20180111,59181
Standard Class,Shipping on time,0,4,4,2017-12-12 19:31:00,20171212,59182
Standard Class,Advance shipping,0,3,4,2017-11-29 12:52:00,20171129,59183
Standard Class,Advance shipping,0,3,4,2018-01-21 16:08:00,20180121,59184
Standard Class,Shipping on time,0,4,4,2017-11-30 06:13:00,20171130,59185
Standard Class,Late delivery,1,5,4,2017-11-16 05:43:00,20171116,59186
Standard Class,Late delivery,1,5,4,2017-12-02 00:05:00,20171202,59187
Standard Class,Late delivery,1,5,4,2018-01-30 04:44:00,20180130,59188
Standard Class,Late delivery,1,6,4,2017-12-02 05:10:00,20171202,59189
Standard Class,Advance shipping,0,3,4,2017-12-13 20:13:00,20171213,59190
Standard Class,Advance shipping,0,2,4,2017-12-12 07:36:00,20171212,59191
Standard Class,Advance shipping,0,3,4,2018-01-21 14:23:00,20180121,59192
Standard Class,Shipping on time,0,4,4,2017-11-30 04:28:00,20171130,59193
Standard Class,Late delivery,1,5,4,2017-11-30 09:33:00,20171130,59194
Standard Class,Shipping on time,0,4,4,2018-01-09 23:41:00,20180109,59195
Standard Class,Shipping on time,0,4,4,2018-01-23 15:15:00,20180123,59196
Standard Class,Late delivery,1,6,4,2017-12-01 15:09:00,20171201,59197
Standard Class,Advance shipping,0,3,4,2017-12-23 18:27:00,20171223,59198
Standard Class,Shipping on time,0,4,4,2018-01-09 04:25:00,20180109,59199
Standard Class,Late delivery,1,6,4,2018-01-29 00:32:00,20180129,59200
Standard Class,Shipping on time,0,4,4,2018-01-24 15:46:00,20180124,59201
Standard Class,Advance shipping,0,3,4,2017-12-13 06:12:00,20171213,59202
Standard Class,Advance shipping,0,3,4,2017-12-14 06:43:00,20171214,59203
Standard Class,Advance shipping,0,2,4,2018-01-21 19:48:00,20180121,59204
Standard Class,Advance shipping,0,3,4,2018-01-22 00:53:00,20180122,59205
Standard Class,Advance shipping,0,3,4,2017-12-12 03:55:00,20171212,59206
Standard Class,Shipping on time,0,4,4,2017-12-15 00:04:00,20171215,59207
Standard Class,Advance shipping,0,3,4,2018-01-08 21:35:00,20180108,59208
Standard Class,Shipping on time,0,4,4,2017-12-14 04:48:00,20171214,59209
Standard Class,Advance shipping,0,3,4,2018-01-08 14:34:00,20180108,59210
Standard Class,Advance shipping,0,2,4,2017-12-12 04:06:00,20171212,59211
Standard Class,Advance shipping,0,2,4,2017-11-30 22:20:00,20171130,59212
Standard Class,Late delivery,1,5,4,2017-12-01 13:34:00,20171201,59213
Standard Class,Advance shipping,0,2,4,2018-01-22 13:19:00,20180122,59214
Standard Class,Shipping on time,0,4,4,2018-01-09 07:55:00,20180109,59215
Standard Class,Shipping on time,0,4,4,2018-01-12 20:00:00,20180112,59216
Standard Class,Late delivery,1,5,4,2018-01-12 11:04:00,20180112,59217
Standard Class,Late delivery,1,5,4,2018-01-08 01:58:00,20180108,59218
Standard Class,Late delivery,1,6,4,2015-12-05 07:14:00,20151205,59219
Standard Class,Late delivery,1,5,4,2016-12-04 02:31:00,20161204,59220
Standard Class,Late delivery,1,6,4,2018-01-05 03:43:00,20180105,59221
Standard Class,Shipping on time,0,4,4,2015-11-03 13:35:00,20151103,59222
Standard Class,Advance shipping,0,2,4,2016-11-04 13:36:00,20161104,59223
Standard Class,Late delivery,1,5,4,2018-02-02 13:19:00,20180202,59224
Standard Class,Late delivery,1,5,4,2017-12-17 09:42:00,20171217,59225
Standard Class,Advance shipping,0,2,4,2016-02-03 16:36:00,20160203,59226
Standard Class,Advance shipping,0,2,4,2015-12-06 13:43:00,20151206,59227
Standard Class,Advance shipping,0,3,4,2016-02-10 02:35:00,20160210,59228
Standard Class,Late delivery,1,6,4,2017-12-23 03:55:00,20171223,59229
Standard Class,Late delivery,1,5,4,2018-01-23 16:50:00,20180123,59230
Standard Class,Shipping on time,0,4,4,2017-12-02 02:01:00,20171202,59231
Standard Class,Late delivery,1,6,4,2017-12-14 23:43:00,20171214,59232
Standard Class,Advance shipping,0,3,4,2017-12-22 09:10:00,20171222,59233
Standard Class,Late delivery,1,6,4,2018-01-25 00:11:00,20180125,59234
Standard Class,Late delivery,1,6,4,2018-01-11 01:36:00,20180111,59235
Standard Class,Shipping on time,0,4,4,2017-12-13 02:31:00,20171213,59236
Standard Class,Late delivery,1,6,4,2016-06-14 02:46:00,20160614,59237
Standard Class,Late delivery,1,6,4,2016-07-31 16:53:00,20160731,59238
Standard Class,Shipping on time,0,4,4,2016-07-22 09:01:00,20160722,59239
Standard Class,Advance shipping,0,2,4,2016-07-23 02:53:00,20160723,59240
Standard Class,Late delivery,1,5,4,2016-07-21 01:18:00,20160721,59241
Standard Class,Late delivery,1,5,4,2016-04-08 16:52:00,20160408,59242
Standard Class,Late delivery,1,6,4,2016-07-31 09:53:00,20160731,59243
Standard Class,Advance shipping,0,3,4,2016-05-15 15:35:00,20160515,59244
Standard Class,Shipping on time,0,4,4,2017-01-08 05:16:00,20170108,59245
Standard Class,Advance shipping,0,2,4,2016-06-08 10:49:00,20160608,59246
Standard Class,Advance shipping,0,3,4,2016-04-23 07:34:00,20160423,59247
Standard Class,Late delivery,1,6,4,2016-06-26 10:48:00,20160626,59248
Standard Class,Late delivery,1,5,4,2016-08-19 20:01:00,20160819,59249
Standard Class,Shipping on time,0,4,4,2016-06-03 06:06:00,20160603,59250
Standard Class,Advance shipping,0,2,4,2016-05-20 06:07:00,20160520,59251
Standard Class,Shipping on time,0,4,4,2016-06-05 05:24:00,20160605,59252
Standard Class,Shipping on time,0,4,4,2016-07-30 04:27:00,20160730,59253
Standard Class,Advance shipping,0,2,4,2016-07-16 18:29:00,20160716,59254
Standard Class,Advance shipping,0,2,4,2016-04-20 07:55:00,20160420,59255
Standard Class,Shipping on time,0,4,4,2016-07-19 12:42:00,20160719,59256
Standard Class,Advance shipping,0,2,4,2016-04-13 20:01:00,20160413,59257
Standard Class,Shipping on time,0,4,4,2016-04-17 04:15:00,20160417,59258
Standard Class,Advance shipping,0,3,4,2016-06-04 03:18:00,20160604,59259
Standard Class,Advance shipping,0,2,4,2016-04-05 07:04:00,20160405,59260
Standard Class,Late delivery,1,6,4,2016-06-14 06:16:00,20160614,59261
Standard Class,Late delivery,1,6,4,2016-04-08 09:41:00,20160408,59262
Standard Class,Late delivery,1,6,4,2016-06-16 17:49:00,20160616,59263
Standard Class,Advance shipping,0,2,4,2016-05-09 00:21:00,20160509,59264
Standard Class,Late delivery,1,6,4,2016-07-23 21:27:00,20160723,59265
Standard Class,Advance shipping,0,3,4,2016-04-27 11:25:00,20160427,59266
Standard Class,Late delivery,1,6,4,2016-05-27 05:35:00,20160527,59267
Standard Class,Advance shipping,0,2,4,2016-08-11 21:36:00,20160811,59268
Standard Class,Late delivery,1,5,4,2016-08-19 00:44:00,20160819,59269
Standard Class,Advance shipping,0,2,4,2016-06-14 10:28:00,20160614,59270
Standard Class,Advance shipping,0,3,4,2016-07-30 09:53:00,20160730,59271
Standard Class,Advance shipping,0,2,4,2016-08-10 05:18:00,20160810,59272
Standard Class,Advance shipping,0,3,4,2016-04-10 18:16:00,20160410,59273
Standard Class,Advance shipping,0,2,4,2016-06-18 16:04:00,20160618,59274
Standard Class,Advance shipping,0,2,4,2016-06-17 08:32:00,20160617,59275
Standard Class,Shipping on time,0,4,4,2016-05-25 22:24:00,20160525,59276
Standard Class,Late delivery,1,5,4,2016-07-05 08:41:00,20160705,59277
Standard Class,Late delivery,1,6,4,2016-04-13 07:03:00,20160413,59278
Standard Class,Late delivery,1,5,4,2016-07-03 09:23:00,20160703,59279
Standard Class,Late delivery,1,6,4,2016-07-23 14:27:00,20160723,59280
Standard Class,Late delivery,1,6,4,2016-06-17 02:35:00,20160617,59281
Standard Class,Shipping on time,0,4,4,2016-04-13 02:09:00,20160413,59282
Standard Class,Advance shipping,0,2,4,2016-07-08 10:47:00,20160708,59283
Standard Class,Late delivery,1,5,4,2016-07-25 15:40:00,20160725,59284
Standard Class,Late delivery,1,6,4,2016-06-13 14:30:00,20160613,59285
Standard Class,Late delivery,1,5,4,2016-06-27 06:15:00,20160627,59286
Standard Class,Advance shipping,0,2,4,2016-05-13 23:28:00,20160513,59287
Standard Class,Late delivery,1,6,4,2016-08-28 10:32:00,20160828,59288
Standard Class,Shipping on time,0,4,4,2016-06-25 19:23:00,20160625,59289
Standard Class,Late delivery,1,6,4,2016-11-11 07:48:00,20161111,59290
Standard Class,Shipping on time,0,4,4,2016-07-27 20:24:00,20160727,59291
Standard Class,Shipping on time,0,4,4,2016-05-14 07:53:00,20160514,59292
Standard Class,Advance shipping,0,3,4,2016-06-06 00:51:00,20160606,59293
Standard Class,Advance shipping,0,2,4,2016-07-17 22:30:00,20160717,59294
Standard Class,Advance shipping,0,2,4,2016-12-10 21:57:00,20161210,59295
Standard Class,Advance shipping,0,3,4,2016-10-12 06:37:00,20161012,59296
Standard Class,Late delivery,1,6,4,2016-11-02 20:36:00,20161102,59297
Standard Class,Shipping on time,0,4,4,2016-08-30 18:57:00,20160830,59298
Standard Class,Advance shipping,0,2,4,2015-09-12 09:27:00,20150912,59299
Standard Class,Late delivery,1,5,4,2015-08-19 10:22:00,20150819,59300
Standard Class,Advance shipping,0,3,4,2015-06-03 19:24:00,20150603,59301
Standard Class,Advance shipping,0,2,4,2017-09-01 01:26:00,20170901,59302
Standard Class,Advance shipping,0,3,4,2015-06-13 22:53:00,20150613,59303
Standard Class,Late delivery,1,5,4,2017-09-16 03:31:00,20170916,59304
Standard Class,Advance shipping,0,3,4,2017-09-27 07:53:00,20170927,59305
Standard Class,Late delivery,1,5,4,2016-12-10 03:55:00,20161210,59306
Standard Class,Late delivery,1,6,4,2015-09-13 14:32:00,20150913,59307
Standard Class,Late delivery,1,6,4,2015-01-09 07:42:00,20150109,59308
Standard Class,Shipping on time,0,4,4,2017-05-20 20:09:00,20170520,59309
Standard Class,Late delivery,1,5,4,2015-01-10 01:23:00,20150110,59310
Standard Class,Advance shipping,0,3,4,2015-03-02 02:11:00,20150302,59311
Standard Class,Late delivery,1,6,4,2015-03-16 10:45:00,20150316,59312
Standard Class,Late delivery,1,5,4,2017-03-19 13:45:00,20170319,59313
Standard Class,Advance shipping,0,3,4,2015-02-19 01:41:00,20150219,59314
Standard Class,Late delivery,1,5,4,2015-03-05 05:10:00,20150305,59315
Standard Class,Late delivery,1,6,4,2015-03-10 18:07:00,20150310,59316
Standard Class,Late delivery,1,6,4,2015-05-16 16:27:00,20150516,59317
Standard Class,Shipping on time,0,4,4,2017-06-16 20:17:00,20170616,59318
Standard Class,Shipping on time,0,4,4,2015-12-02 00:45:00,20151202,59319
Standard Class,Late delivery,1,6,4,2016-03-21 16:01:00,20160321,59320
Standard Class,Late delivery,1,5,4,2016-10-18 19:56:00,20161018,59321
Standard Class,Advance shipping,0,2,4,2016-02-13 09:35:00,20160213,59322
Standard Class,Shipping on time,0,4,4,2016-02-08 08:22:00,20160208,59323
Standard Class,Late delivery,1,6,4,2015-11-29 23:22:00,20151129,59324
Standard Class,Late delivery,1,6,4,2016-01-26 13:28:00,20160126,59325
Standard Class,Advance shipping,0,3,4,2015-11-04 14:17:00,20151104,59326
Standard Class,Advance shipping,0,3,4,2015-11-11 00:26:00,20151111,59327
Standard Class,Late delivery,1,5,4,2016-02-25 11:51:00,20160225,59328
Standard Class,Late delivery,1,5,4,2016-02-18 13:26:00,20160218,59329
Standard Class,Late delivery,1,5,4,2016-12-24 04:15:00,20161224,59330
Standard Class,Late delivery,1,6,4,2016-01-10 20:51:00,20160110,59331
Standard Class,Advance shipping,0,2,4,2016-01-19 12:15:00,20160119,59332
Standard Class,Shipping on time,0,4,4,2016-08-03 17:03:00,20160803,59333
Standard Class,Late delivery,1,5,4,2016-05-04 02:28:00,20160504,59334
Standard Class,Shipping on time,0,4,4,2016-05-01 01:04:00,20160501,59335
Standard Class,Late delivery,1,5,4,2016-07-26 17:57:00,20160726,59336
Standard Class,Advance shipping,0,3,4,2016-07-24 08:29:00,20160724,59337
Standard Class,Late delivery,1,6,4,2016-05-11 05:58:00,20160511,59338
Standard Class,Late delivery,1,6,4,2016-08-04 13:44:00,20160804,59339
Standard Class,Late delivery,1,6,4,2016-06-11 23:58:00,20160611,59340
Standard Class,Late delivery,1,6,4,2016-06-06 05:35:00,20160606,59341
Standard Class,Advance shipping,0,3,4,2016-07-02 07:28:00,20160702,59342
Standard Class,Advance shipping,0,3,4,2016-10-29 06:46:00,20161029,59343
Standard Class,Advance shipping,0,3,4,2016-10-30 00:17:00,20161030,59344
Standard Class,Late delivery,1,5,4,2016-09-29 22:14:00,20160929,59345
Standard Class,Shipping on time,0,4,4,2015-08-24 00:54:00,20150824,59346
Standard Class,Advance shipping,0,2,4,2017-09-23 19:58:00,20170923,59347
